CONFIG_END	pc	cacr	tc
CONFIG_END	800C440E	80008000	0000C000
ENABLED_CYCLES	ic	dc	mmu
ENABLED_CYCLES	524160000	524160000	524160000
SUMMARY	cycles	dispatches	clocks_per_dispatch	rd_accept_samples	look_hit_cycles	ipred_hit_cycles
SUMMARY	524160000	84831590	6.178830	57523785	73871773	3604744
STATE	id	cycles	entries	percent
OPCODE	2055	75789	0.089341
OPCODE	486E	75389	0.088869
OPCODE	0830	74496	0.087816
OPCODE	6008	73807	0.087004
OPCODE	600A	73580	0.086737
OPCODE	D8C6	73491	0.086632
OPCODE	4ED3	73398	0.086522
OPCODE	DAC7	73394	0.086517
OPCODE	6740	72051	0.084934
OPCODE	2D49	71993	0.084866
OPCODE	65AA	71720	0.084544
OPCODE	61FF	71272	0.084016
OPCODE	6720	70030	0.082552
OPCODE	2F09	69467	0.081888
OPCODE	2478	68803	0.081105
OPCODE	4A40	68694	0.080977
OPCODE	24F4	68654	0.080930
OPCODE	3D6E	68096	0.080272
OPCODE	2215	67725	0.079835
OPCODE	6BDC	67505	0.079575
OPCODE	200C	67263	0.079290
OPCODE	6404	67106	0.079105
OPCODE	670E	67036	0.079022
OPCODE	660E	66634	0.078549
OPCODE	2F0C	66375	0.078243
OPCODE	2F01	65826	0.077596
OPCODE	21CA	65637	0.077373
OPCODE	47FB	65628	0.077363
OPCODE	487A	65617	0.077350
OPCODE	DACB	65607	0.077338
OPCODE	47F9	65424	0.077122
OPCODE	21CB	65377	0.077067
OPCODE	221F	64471	0.075999
OPCODE	4A13	64320	0.075821
OPCODE	8480	63994	0.075437
OPCODE	C485	63988	0.075429
OPCODE	2A82	63988	0.075429
OPCODE	3202	63924	0.075354
OPCODE	2245	62767	0.073990
OPCODE	0C97	62687	0.073896
OPCODE	204B	62171	0.073288
OPCODE	4CEE	61794	0.072843
OPCODE	0C43	61556	0.072563
OPCODE	D7C0	61426	0.072409
OPCODE	3D47	61219	0.072165
OPCODE	584F	60735	0.071595
OPCODE	41FA	60708	0.071563
OPCODE	0242	60412	0.071214
OPCODE	6614	59698	0.070372
OPCODE	3028	59038	0.069594
OPCODE	6722	58801	0.069315
OPCODE	3E1F	58277	0.068697
OPCODE	2F00	57015	0.067210
OPCODE	4ED1	56857	0.067023
OPCODE	C06E	56827	0.066988
OPCODE	4A80	55899	0.065894
OPCODE	51CF	55081	0.064930
OPCODE	3F07	54964	0.064792
OPCODE	3218	54911	0.064729
OPCODE	CC47	54853	0.064661
OPCODE	E5A8	54085	0.063756
OPCODE	3007	54003	0.063659
OPCODE	4A68	53855	0.063485
OPCODE	4278	53821	0.063445
OPCODE	9242	53738	0.063347
OPCODE	D06E	53713	0.063317
OPCODE	3017	53695	0.063296
OPCODE	6660	53497	0.063063
OPCODE	2047	53248	0.062769
OPCODE	6724	52841	0.062289
OPCODE	266E	52761	0.062195
OPCODE	BFC4	52688	0.062109
OPCODE	2044	52551	0.061947
OPCODE	7001	52051	0.061358
OPCODE	4843	52041	0.061346
OPCODE	2246	51861	0.061134
OPCODE	CF46	51774	0.061032
OPCODE	D4C3	51678	0.060918
OPCODE	D042	51467	0.060670
OPCODE	0883	51360	0.060543
OPCODE	66A2	51103	0.060241
OPCODE	671A	50875	0.059972
OPCODE	B580	50672	0.059732
OPCODE	2251	50479	0.059505
OPCODE	5846	50466	0.059490
OPCODE	1401	50311	0.059307
OPCODE	6530	50141	0.059107
OPCODE	0C00	49866	0.058782
OPCODE	6C00	49615	0.058486
OPCODE	C085	49568	0.058431
OPCODE	6E22	49541	0.058399
OPCODE	6016	49117	0.057899
OPCODE	32C1	49091	0.057869
OPCODE	6D0A	48872	0.057611
OPCODE	2648	48815	0.057543
OPCODE	3D5B	48370	0.057019
OPCODE	32C0	48294	0.056929
OPCODE	2278	48082	0.056679
OPCODE	2013	47875	0.056435
OPCODE	B7CA	47309	0.055768
OPCODE	2244	47143	0.055572
OPCODE	C947	47140	0.055569
OPCODE	6608	46960	0.055357
OPCODE	60DE	45823	0.054016
OPCODE	4267	45759	0.053941
OPCODE	3D40	45641	0.053802
OPCODE	B641	45604	0.053758
OPCODE	6E28	45415	0.053535
OPCODE	558F	44673	0.052661
OPCODE	603C	43779	0.051607
OPCODE	4A43	43658	0.051464
OPCODE	5088	43580	0.051372
OPCODE	24D1	43282	0.051021
OPCODE	4E90	43124	0.050835
OPCODE	007C	42936	0.050613
OPCODE	3029	42644	0.050269
OPCODE	4ED2	42499	0.050098
OPCODE	42A7	42357	0.049931
OPCODE	2400	42035	0.049551
OPCODE	24F0	41776	0.049246
OPCODE	24C6	41598	0.049036
OPCODE	4A00	41269	0.048648
OPCODE	6102	41252	0.048628
OPCODE	6E08	41015	0.048349
OPCODE	B001	40720	0.048001
OPCODE	3003	40376	0.047595
OPCODE	2F3C	40082	0.047249
OPCODE	262E	39892	0.047025
OPCODE	5188	39790	0.046905
OPCODE	E548	39785	0.046899
OPCODE	11DF	39362	0.046400
OPCODE	1F38	39339	0.046373
OPCODE	2002	39005	0.045979
OPCODE	661C	38694	0.045613
OPCODE	24C4	38400	0.045266
OPCODE	6710	38316	0.045167
OPCODE	361A	38214	0.045047
OPCODE	206F	37175	0.043822
OPCODE	548F	37087	0.043718
OPCODE	6F02	37066	0.043694
OPCODE	598F	37027	0.043648
OPCODE	D041	36366	0.042868
OPCODE	40E7	36118	0.042576
OPCODE	46DF	36097	0.042551
OPCODE	43EE	35927	0.042351
OPCODE	B842	35413	0.041745
OPCODE	2C78	35356	0.041678
OPCODE	660C	35278	0.041586
OPCODE	2C40	34878	0.041114
OPCODE	4643	34860	0.041093
OPCODE	504A	34711	0.040918
OPCODE	7400	34629	0.040821
OPCODE	2F3A	34503	0.040672
OPCODE	1C00	34467	0.040630
OPCODE	4642	34383	0.040531
OPCODE	2F14	34342	0.040483
OPCODE	7C0F	34327	0.040465
OPCODE	CC40	34327	0.040465
OPCODE	E84E	34327	0.040465
OPCODE	2849	34321	0.040458
OPCODE	42AE	34320	0.040457
OPCODE	908E	34246	0.040369
OPCODE	D9C3	34246	0.040369
OPCODE	F620	34183	0.040295
OPCODE	200E	34141	0.040246
OPCODE	60CC	34050	0.040138
OPCODE	66F2	33996	0.040075
OPCODE	4A78	33814	0.039860
OPCODE	6B3A	33528	0.039523
OPCODE	6602	33522	0.039516
OPCODE	2059	33241	0.039185
OPCODE	2240	32859	0.038734
OPCODE	3403	32831	0.038701
OPCODE	DACC	32559	0.038381
OPCODE	6B0C	32518	0.038332
OPCODE	2E08	32228	0.037991
OPCODE	3428	32209	0.037968
OPCODE	662C	32195	0.037952
OPCODE	660A	32080	0.037816
OPCODE	2051	31971	0.037688
OPCODE	1200	31572	0.037217
OPCODE	2C49	30773	0.036275
OPCODE	6F00	30734	0.036229
OPCODE	9DE8	30596	0.036067
OPCODE	224C	30519	0.035976
OPCODE	6130	30501	0.035955
OPCODE	2250	30470	0.035918
OPCODE	C029	30236	0.035642
OPCODE	7AFF	30060	0.035435
OPCODE	670C	30018	0.035385
OPCODE	2070	29942	0.035296
OPCODE	4A6E	29742	0.035060
OPCODE	4A1F	29404	0.034662
OPCODE	224A	29309	0.034550
OPCODE	B646	29129	0.034337
OPCODE	6C02	29103	0.034307
OPCODE	4A38	28976	0.034157
OPCODE	674C	28862	0.034023
OPCODE	2669	28514	0.033612
OPCODE	6074	28370	0.033443
OPCODE	381A	28369	0.033442
OPCODE	B846	28361	0.033432
OPCODE	6F40	28359	0.033430
OPCODE	B647	28333	0.033399
OPCODE	9843	28322	0.033386
OPCODE	6C3C	28318	0.033381
OPCODE	B847	28305	0.033366
OPCODE	C044	28305	0.033366
OPCODE	9669	28305	0.033366
OPCODE	E2AD	28305	0.033366
OPCODE	9869	28305	0.033366
OPCODE	D6C0	28305	0.033366
OPCODE	B393	28305	0.033366
OPCODE	EA4B	28305	0.033366
OPCODE	EA4C	28305	0.033366
OPCODE	0C41	28218	0.033264
OPCODE	422E	28155	0.033189
OPCODE	51CC	27680	0.032629
OPCODE	56C8	27506	0.032424
OPCODE	4A50	27444	0.032351
OPCODE	1038	27198	0.032061
OPCODE	08C3	27043	0.031878
OPCODE	2283	27033	0.031867
OPCODE	588A	27031	0.031864
OPCODE	619A	26974	0.031797
OPCODE	11C1	26924	0.031738
OPCODE	F518	26924	0.031738
OPCODE	66F0	26787	0.031577
OPCODE	618E	26630	0.031392
OPCODE	61A4	26458	0.031189
OPCODE	9240	26345	0.031056
OPCODE	3200	26301	0.031004
OPCODE	3038	26144	0.030819
OPCODE	4AB8	26047	0.030704
OPCODE	9082	25885	0.030513
OPCODE	C285	25472	0.030027
OPCODE	201C	25336	0.029866
OPCODE	E9D4	25295	0.029818
OPCODE	6622	25285	0.029806
OPCODE	671C	25021	0.029495
OPCODE	0247	24926	0.029383
OPCODE	201F	24898	0.029350
OPCODE	4240	24841	0.029283
OPCODE	B258	24702	0.029119
OPCODE	B458	24645	0.029052
OPCODE	E9C0	24602	0.029001
OPCODE	B658	24554	0.028944
OPCODE	B858	24553	0.028943
OPCODE	0801	24352	0.028706
OPCODE	2840	23642	0.027869
OPCODE	321A	23628	0.027853
OPCODE	3F3C	23489	0.027689
OPCODE	2A78	23450	0.027643
OPCODE	60C2	23418	0.027605
OPCODE	6B00	22559	0.026593
OPCODE	244D	22452	0.026467
OPCODE	DBC2	22421	0.026430
OPCODE	0C6F	22382	0.026384
OPCODE	08F8	22131	0.026088
OPCODE	4EFB	22079	0.026027
OPCODE	7200	21986	0.025917
OPCODE	57CC	21891	0.025805
OPCODE	0C6C	21876	0.025788
OPCODE	2470	21638	0.025507
OPCODE	E9E9	21634	0.025502
OPCODE	2038	21534	0.025384
OPCODE	317C	21525	0.025374
OPCODE	206B	21453	0.025289
OPCODE	2452	21271	0.025074
OPCODE	7600	21178	0.024965
OPCODE	663A	21165	0.024949
OPCODE	6728	21123	0.024900
OPCODE	3810	21023	0.024782
OPCODE	2978	20836	0.024562
OPCODE	504F	20724	0.024430
OPCODE	662A	20557	0.024233
OPCODE	B3DA	20526	0.024196
OPCODE	6716	20499	0.024164
OPCODE	2C33	20460	0.024118
OPCODE	2049	20419	0.024070
OPCODE	4EB6	20418	0.024069
OPCODE	426E	20365	0.024006
OPCODE	200A	20257	0.023879
OPCODE	22C5	19892	0.023449
OPCODE	49FA	19709	0.023233
OPCODE	0803	19698	0.023220
OPCODE	B1D6	19685	0.023205
OPCODE	6F0A	19625	0.023134
OPCODE	24C0	19484	0.022968
OPCODE	4868	19161	0.022587
OPCODE	E1AC	18938	0.022324
OPCODE	7002	18925	0.022309
OPCODE	E1AD	18894	0.022272
OPCODE	8886	18894	0.022272
OPCODE	8A87	18894	0.022272
OPCODE	0C80	18845	0.022215
OPCODE	2271	18770	0.022126
OPCODE	2005	18701	0.022045
OPCODE	602A	18658	0.021994
OPCODE	C2B8	18641	0.021974
OPCODE	2248	18532	0.021846
OPCODE	082B	18501	0.021809
OPCODE	6618	18392	0.021681
OPCODE	B280	18372	0.021657
OPCODE	11FC	18155	0.021401
OPCODE	2D5F	18110	0.021348
OPCODE	3D41	18109	0.021347
OPCODE	9051	18025	0.021248
OPCODE	2F30	17964	0.021176
OPCODE	0811	17915	0.021118
OPCODE	4AAB	17838	0.021028
OPCODE	661A	17749	0.020923
OPCODE	B228	17744	0.020917
OPCODE	4881	17694	0.020858
OPCODE	3F00	17631	0.020784
OPCODE	E541	17626	0.020778
OPCODE	203A	17625	0.020776
OPCODE	6E26	17617	0.020767
OPCODE	6D20	17610	0.020759
OPCODE	9228	17609	0.020758
OPCODE	C087	17577	0.020720
OPCODE	2A40	17536	0.020672
OPCODE	082E	17515	0.020647
OPCODE	0C68	17512	0.020643
OPCODE	322B	17494	0.020622
OPCODE	2678	17403	0.020515
OPCODE	7A00	17252	0.020337
OPCODE	204C	17223	0.020303
OPCODE	45EE	17173	0.020244
OPCODE	6CF4	17055	0.020105
OPCODE	B243	17049	0.020097
OPCODE	102C	17008	0.020049
OPCODE	2448	16964	0.019997
OPCODE	6748	16807	0.019812
OPCODE	1010	16743	0.019737
OPCODE	A829	16680	0.019662
OPCODE	2D4B	16651	0.019628
OPCODE	70FF	16572	0.019535
OPCODE	226F	16234	0.019137
OPCODE	41EB	16151	0.019039
OPCODE	204A	15947	0.018798
OPCODE	4E93	15940	0.018790
OPCODE	4242	15845	0.018678
OPCODE	2F0B	15812	0.018639
OPCODE	6736	15787	0.018610
OPCODE	6A00	15747	0.018563
OPCODE	2268	15696	0.018503
OPCODE	301F	15693	0.018499
OPCODE	C086	15607	0.018398
OPCODE	0880	15561	0.018343
OPCODE	D1C4	15543	0.018322
OPCODE	206D	15512	0.018286
OPCODE	6738	15438	0.018198
OPCODE	8195	15410	0.018165
OPCODE	16F4	15360	0.018106
OPCODE	1CD4	15360	0.018106
OPCODE	DE84	15360	0.018106
OPCODE	2007	15294	0.018029
OPCODE	4A69	15198	0.017915
OPCODE	2810	15197	0.017914
OPCODE	2D4F	15186	0.017901
OPCODE	1230	15183	0.017898
OPCODE	7601	15169	0.017881
OPCODE	4E73	15130	0.017835
OPCODE	707F	15128	0.017833
OPCODE	200D	15096	0.017795
OPCODE	2200	15078	0.017774
OPCODE	202B	14978	0.017656
OPCODE	2A6E	14929	0.017598
OPCODE	B692	14909	0.017575
OPCODE	57CD	14909	0.017575
OPCODE	6A06	14794	0.017439
OPCODE	302F	14785	0.017429
OPCODE	2D48	14739	0.017374
OPCODE	60FF	14616	0.017229
OPCODE	2469	14566	0.017170
OPCODE	4C98	14493	0.017084
OPCODE	4A2C	14438	0.017020
OPCODE	2081	14340	0.016904
OPCODE	3F03	14304	0.016862
OPCODE	4238	14301	0.016858
OPCODE	D1C1	14272	0.016824
OPCODE	BE8B	14254	0.016803
OPCODE	EC08	14236	0.016781
OPCODE	1033	14236	0.016781
OPCODE	6646	14216	0.016758
OPCODE	5340	14213	0.016754
OPCODE	C8B8	14201	0.016740
OPCODE	2229	14183	0.016719
OPCODE	C083	14157	0.016688
OPCODE	4A6A	14150	0.016680
OPCODE	6004	14106	0.016628
OPCODE	2E00	14067	0.016582
OPCODE	2214	13989	0.016490
OPCODE	3400	13980	0.016480
OPCODE	285F	13968	0.016466
OPCODE	43E8	13966	0.016463
OPCODE	0CAF	13959	0.016455
OPCODE	43E9	13938	0.016430
OPCODE	0241	13893	0.016377
OPCODE	673E	13854	0.016331
OPCODE	307B	13841	0.016316
OPCODE	7217	13841	0.016316
OPCODE	2069	13818	0.016289
OPCODE	08D1	13734	0.016190
OPCODE	2848	13598	0.016029
OPCODE	4844	13543	0.015965
OPCODE	B0AC	13491	0.015903
OPCODE	4A6B	13475	0.015884
OPCODE	0891	13342	0.015728
OPCODE	B898	13328	0.015711
OPCODE	26C6	13316	0.015697
OPCODE	0C6E	13210	0.015572
OPCODE	2654	13170	0.015525
OPCODE	E819	13104	0.015447
OPCODE	275F	13095	0.015436
OPCODE	4227	13025	0.015354
OPCODE	2F07	12959	0.015276
OPCODE	3F2E	12933	0.015245
OPCODE	2341	12889	0.015194
OPCODE	41F3	12875	0.015177
OPCODE	22C1	12829	0.015123
OPCODE	1212	12817	0.015109
OPCODE	B069	12771	0.015055
OPCODE	4EFA	12720	0.014994
OPCODE	3019	12691	0.014960
OPCODE	4486	12688	0.014957
OPCODE	4A28	12588	0.014839
OPCODE	6F58	12586	0.014836
OPCODE	1080	12585	0.014835
OPCODE	3A2E	12579	0.014828
OPCODE	BF80	12556	0.014801
OPCODE	2054	12539	0.014781
OPCODE	D684	12508	0.014745
OPCODE	4880	12476	0.014707
OPCODE	2210	12455	0.014682
OPCODE	303C	12391	0.014607
OPCODE	C082	12376	0.014589
OPCODE	43F0	12375	0.014588
OPCODE	6732	12363	0.014574
OPCODE	B21A	12336	0.014542
OPCODE	BBCC	12336	0.014542
OPCODE	10C1	12328	0.014532
OPCODE	6500	12326	0.014530
OPCODE	BBC9	12291	0.014489
OPCODE	4485	12288	0.014485
OPCODE	38C0	12288	0.014485
OPCODE	4487	12288	0.014485
OPCODE	3D5C	12223	0.014409
OPCODE	0828	12175	0.014352
OPCODE	4AA8	11970	0.014110
OPCODE	C081	11896	0.014023
OPCODE	0201	11833	0.013949
OPCODE	302B	11809	0.013921
OPCODE	700A	11788	0.013896
OPCODE	3184	11771	0.013876
OPCODE	0C46	11748	0.013849
OPCODE	B7D6	11729	0.013826
OPCODE	41EE	11711	0.013805
OPCODE	0281	11707	0.013800
OPCODE	41F8	11704	0.013797
OPCODE	D0FC	11667	0.013753
OPCODE	6D02	11637	0.013718
OPCODE	203C	11613	0.013689
OPCODE	B091	11550	0.013615
OPCODE	4A01	11501	0.013557
OPCODE	2878	11447	0.013494
OPCODE	6620	11409	0.013449
OPCODE	584C	11404	0.013443
OPCODE	5342	11378	0.013412
OPCODE	21EF	11350	0.013379
OPCODE	2D4C	11281	0.013298
OPCODE	7C00	11246	0.013257
OPCODE	601C	11212	0.013217
OPCODE	1D43	11204	0.013207
OPCODE	4EB9	11200	0.013203
OPCODE	7802	11166	0.013163
OPCODE	2855	11155	0.013150
OPCODE	5243	11103	0.013088
OPCODE	202A	11080	0.013061
OPCODE	74FF	11037	0.013010
OPCODE	B181	11032	0.013005
OPCODE	3D43	11021	0.012992
OPCODE	202C	11014	0.012983
OPCODE	CF45	10993	0.012959
OPCODE	D3CE	10955	0.012914
OPCODE	2D6C	10949	0.012907
OPCODE	2032	10908	0.012858
OPCODE	594F	10899	0.012848
OPCODE	60F4	10897	0.012845
OPCODE	362E	10890	0.012837
OPCODE	6A2E	10883	0.012829
OPCODE	1D7C	10869	0.012812
OPCODE	B2B0	10863	0.012805
OPCODE	4442	10845	0.012784
OPCODE	E9D1	10833	0.012770
OPCODE	2230	10830	0.012766
OPCODE	6772	10829	0.012765
OPCODE	B231	10817	0.012751
OPCODE	60A2	10817	0.012751
OPCODE	2272	10817	0.012751
OPCODE	50EE	10817	0.012751
OPCODE	B005	10794	0.012724
OPCODE	D1EB	10734	0.012653
OPCODE	242E	10729	0.012647
OPCODE	640A	10719	0.012636
OPCODE	2668	10717	0.012633
OPCODE	41ED	10705	0.012619
OPCODE	BBCB	10702	0.012616
OPCODE	102E	10636	0.012538
OPCODE	78FF	10540	0.012425
OPCODE	202F	10534	0.012418
OPCODE	6014	10521	0.012402
OPCODE	F4F8	10501	0.012379
OPCODE	B2A9	10499	0.012376
OPCODE	243C	10422	0.012286
OPCODE	D7D3	10353	0.012204
OPCODE	6012	10222	0.012050
OPCODE	0C52	10218	0.012045
OPCODE	A029	10203	0.012027
OPCODE	486B	10136	0.011948
OPCODE	2270	10106	0.011913
OPCODE	7401	10053	0.011851
OPCODE	A02A	10015	0.011806
OPCODE	286B	9974	0.011757
OPCODE	6E0C	9958	0.011739
OPCODE	4FEF	9947	0.011726
OPCODE	3EB8	9939	0.011716
OPCODE	6A18	9919	0.011693
OPCODE	3001	9909	0.011681
OPCODE	819D	9885	0.011652
OPCODE	0C5F	9864	0.011628
OPCODE	3002	9859	0.011622
OPCODE	6CEC	9856	0.011618
OPCODE	3E29	9855	0.011617
OPCODE	335A	9853	0.011615
OPCODE	3352	9845	0.011605
OPCODE	234A	9842	0.011602
OPCODE	9452	9841	0.011601
OPCODE	3C29	9841	0.011601
OPCODE	2468	9783	0.011532
OPCODE	2E2E	9771	0.011518
OPCODE	2212	9751	0.011495
OPCODE	3043	9750	0.011493
OPCODE	E24D	9740	0.011482
OPCODE	2481	9740	0.011482
OPCODE	6648	9721	0.011459
OPCODE	3229	9696	0.011430
OPCODE	6C48	9689	0.011421
OPCODE	7007	9651	0.011377
OPCODE	AAA2	9593	0.011308
OPCODE	20AF	9514	0.011215
OPCODE	286D	9508	0.011208
OPCODE	600E	9494	0.011192
OPCODE	A873	9482	0.011177
OPCODE	24D8	9398	0.011078
OPCODE	6B14	9340	0.011010
OPCODE	DC93	9305	0.010969
OPCODE	6B16	9303	0.010966
OPCODE	2EB8	9277	0.010936
OPCODE	4869	9245	0.010898
OPCODE	30C2	9220	0.010869
OPCODE	4A05	9192	0.010836
OPCODE	30C1	9189	0.010832
OPCODE	6022	9170	0.010810
OPCODE	B050	9116	0.010746
OPCODE	295F	9096	0.010722
OPCODE	606A	9088	0.010713
OPCODE	34D8	9081	0.010705
OPCODE	7220	9074	0.010696
OPCODE	2080	9056	0.010675
OPCODE	266D	9030	0.010645
OPCODE	B5CB	8952	0.010553
OPCODE	D9CA	8945	0.010544
OPCODE	DBCB	8945	0.010544
OPCODE	4CAE	8933	0.010530
OPCODE	6F3A	8931	0.010528
OPCODE	2140	8877	0.010464
OPCODE	E980	8865	0.010450
OPCODE	1013	8810	0.010385
OPCODE	D087	8750	0.010315
OPCODE	E9D3	8737	0.010299
OPCODE	4A6C	8654	0.010201
OPCODE	6400	8621	0.010162
OPCODE	3F01	8611	0.010151
OPCODE	3C2E	8607	0.010146
OPCODE	56CB	8540	0.010067
OPCODE	1A2B	8534	0.010060
OPCODE	C004	8524	0.010048
OPCODE	5C40	8508	0.010029
OPCODE	2D4A	8504	0.010025
OPCODE	B1CB	8483	0.010000
OPCODE	7009	8481	0.009997
OPCODE	31FC	8460	0.009973
OPCODE	B2FC	8447	0.009957
OPCODE	DEC0	8441	0.009950
OPCODE	08E9	8422	0.009928
OPCODE	0C69	8419	0.009924
OPCODE	2171	8419	0.009924
OPCODE	2E6E	8415	0.009920
OPCODE	30B1	8415	0.009920
OPCODE	30C3	8404	0.009907
OPCODE	6642	8403	0.009906
OPCODE	30C4	8396	0.009897
OPCODE	3628	8395	0.009896
OPCODE	6F1A	8387	0.009887
OPCODE	2004	8356	0.009850
OPCODE	2009	8352	0.009845
OPCODE	B052	8348	0.009841
OPCODE	D282	8347	0.009839
OPCODE	336E	8340	0.009831
OPCODE	4853	8338	0.009829
OPCODE	6A3A	8338	0.009829
OPCODE	47F2	8338	0.009829
OPCODE	B0AB	8300	0.009784
OPCODE	6026	8282	0.009763
OPCODE	E748	8250	0.009725
OPCODE	4A47	8244	0.009718
OPCODE	6E00	8179	0.009641
OPCODE	5368	8177	0.009639
OPCODE	E048	8162	0.009621
OPCODE	B068	8156	0.009614
OPCODE	4845	8128	0.009581
OPCODE	B9F8	8120	0.009572
OPCODE	40C0	8118	0.009570
OPCODE	3610	8097	0.009545
OPCODE	B440	8091	0.009538
OPCODE	740F	8079	0.009524
OPCODE	60F2	8057	0.009498
OPCODE	D281	8054	0.009494
OPCODE	671E	8015	0.009448
OPCODE	D9C1	8011	0.009443
OPCODE	AA97	8005	0.009436
OPCODE	81C5	8004	0.009435
OPCODE	6C10	8003	0.009434
OPCODE	296B	7980	0.009407
OPCODE	2A07	7966	0.009390
OPCODE	201A	7955	0.009377
OPCODE	66D2	7951	0.009373
OPCODE	6E0A	7944	0.009364
OPCODE	2D44	7937	0.009356
OPCODE	08B8	7925	0.009342
OPCODE	6674	7922	0.009339
OPCODE	A88F	7917	0.009333
OPCODE	220D	7917	0.009333
OPCODE	2A41	7917	0.009333
OPCODE	4AAE	7912	0.009327
OPCODE	2831	7909	0.009323
OPCODE	2253	7885	0.009295
OPCODE	B0FC	7878	0.009287
OPCODE	5297	7844	0.009247
OPCODE	B8B8	7844	0.009247
OPCODE	65F2	7789	0.009182
OPCODE	0829	7784	0.009176
OPCODE	3828	7784	0.009176
OPCODE	A924	7773	0.009163
OPCODE	20FB	7688	0.009063
OPCODE	222E	7659	0.009028
OPCODE	0243	7623	0.008986
OPCODE	6106	7612	0.008973
OPCODE	6A16	7586	0.008942
OPCODE	6730	7576	0.008931
OPCODE	6D34	7499	0.008840
OPCODE	56CA	7481	0.008819
OPCODE	2F2D	7418	0.008744
OPCODE	3408	7403	0.008727
OPCODE	6C18	7370	0.008688
OPCODE	D0AC	7359	0.008675
OPCODE	9251	7333	0.008644
OPCODE	3D7C	7293	0.008597
OPCODE	6AF8	7287	0.008590
OPCODE	7040	7279	0.008581
OPCODE	2269	7268	0.008568
OPCODE	08E8	7244	0.008539
OPCODE	4A14	7202	0.008490
OPCODE	1CEC	7168	0.008450
OPCODE	9EC0	7154	0.008433
OPCODE	3099	7153	0.008432
OPCODE	6A1E	7144	0.008421
OPCODE	D5C1	7120	0.008393
OPCODE	65CA	7120	0.008393
OPCODE	60C8	7117	0.008390
OPCODE	672A	7110	0.008381
OPCODE	1D42	7106	0.008377
OPCODE	6A44	7102	0.008372
OPCODE	2178	7050	0.008311
OPCODE	B099	7020	0.008275
OPCODE	7008	7012	0.008266
OPCODE	E088	7009	0.008262
OPCODE	1140	6965	0.008210
OPCODE	12C0	6962	0.008207
OPCODE	6A22	6923	0.008161
OPCODE	DC83	6912	0.008148
OPCODE	D002	6912	0.008148
OPCODE	3010	6877	0.008107
OPCODE	3F02	6871	0.008100
OPCODE	43F8	6870	0.008098
OPCODE	6626	6862	0.008089
OPCODE	6D1C	6851	0.008076
OPCODE	D243	6841	0.008064
OPCODE	429A	6818	0.008037
OPCODE	220F	6796	0.008011
OPCODE	2E41	6767	0.007977
OPCODE	2043	6706	0.007905
OPCODE	5244	6702	0.007900
OPCODE	C284	6699	0.007897
OPCODE	584B	6663	0.007854
OPCODE	720F	6661	0.007852
OPCODE	3014	6648	0.007837
OPCODE	342A	6558	0.007731
OPCODE	3612	6531	0.007699
OPCODE	0802	6526	0.007693
OPCODE	65A6	6521	0.007687
OPCODE	0680	6517	0.007682
OPCODE	62EA	6484	0.007643
OPCODE	9081	6480	0.007639
OPCODE	41F9	6471	0.007628
OPCODE	D8C8	6465	0.007621
OPCODE	DAC8	6465	0.007621
OPCODE	2209	6464	0.007620
OPCODE	2D45	6445	0.007597
OPCODE	0C45	6443	0.007595
OPCODE	08A9	6440	0.007592
OPCODE	43FB	6437	0.007588
OPCODE	B070	6434	0.007584
OPCODE	2D4D	6409	0.007555
OPCODE	46C0	6399	0.007543
OPCODE	2C2A	6399	0.007543
OPCODE	2031	6398	0.007542
OPCODE	6F1C	6392	0.007535
OPCODE	DC43	6373	0.007513
OPCODE	61DC	6363	0.007501
OPCODE	7800	6361	0.007498
OPCODE	0245	6361	0.007498
OPCODE	67DC	6349	0.007484
OPCODE	6BD2	6347	0.007482
OPCODE	5180	6345	0.007480
OPCODE	43F9	6337	0.007470
OPCODE	554F	6336	0.007469
OPCODE	202D	6332	0.007464
OPCODE	C210	6326	0.007457
OPCODE	2E2A	6319	0.007449
OPCODE	2806	6317	0.007447
OPCODE	2455	6311	0.007439
OPCODE	3A03	6305	0.007432
OPCODE	8641	6304	0.007431
OPCODE	B741	6304	0.007431
OPCODE	5BEE	6304	0.007431
OPCODE	6D7A	6290	0.007415
OPCODE	C195	6285	0.007409
OPCODE	6E6E	6283	0.007406
OPCODE	3D42	6266	0.007386
OPCODE	261A	6260	0.007379
OPCODE	28C1	6260	0.007379
OPCODE	2034	6186	0.007292
OPCODE	2800	6149	0.007248
OPCODE	6D26	6143	0.007241
OPCODE	4A07	6140	0.007238
OPCODE	9069	6128	0.007224
OPCODE	6A04	6104	0.007195
OPCODE	D444	6104	0.007195
OPCODE	E9C5	6096	0.007186
OPCODE	EFC6	6096	0.007186
OPCODE	C447	6096	0.007186
OPCODE	302D	6090	0.007179
OPCODE	7004	6086	0.007174
OPCODE	43EF	6065	0.007149
OPCODE	5278	6026	0.007103
OPCODE	5378	6025	0.007102
OPCODE	1D40	6018	0.007094
OPCODE	9651	6007	0.007081
OPCODE	9459	6007	0.007081
OPCODE	4210	6007	0.007081
OPCODE	E149	5996	0.007068
OPCODE	082A	5992	0.007063
OPCODE	2C56	5958	0.007023
OPCODE	6416	5954	0.007019
OPCODE	3E2E	5895	0.006949
OPCODE	C280	5870	0.006920
OPCODE	C247	5867	0.006916
OPCODE	4A29	5833	0.006876
OPCODE	6726	5821	0.006862
